,arrivals
10706,3.0
10707,0.0
10708,0.0
10709,0.0
10710,0.0
10711,0.0
10712,0.0
10713,0.0
10714,0.0
10715,0.0
10716,0.0
10717,0.0
10718,0.0
10719,2.0
10720,4.0
10721,4.0
10722,8.0
10723,8.0
10724,8.0
10725,6.0
10726,6.0
10727,5.0
10728,5.0
10729,2.0
10730,0.0
10731,0.0
10732,0.0
10733,0.0
10734,0.0
10735,0.0
10736,0.0
10737,0.0
10738,0.0
10739,0.0
10740,0.0
10741,0.0
10742,0.0
10743,5.0
10744,6.0
10745,2.0
10746,4.0
10747,6.0
10748,5.0
10749,3.0
10750,2.0
10751,4.0
10752,5.0
10753,4.0
10754,1.0
10755,0.0
10756,0.0
10757,0.0
10758,0.0
10759,0.0
10760,0.0
10761,0.0
10762,0.0
10763,0.0
10764,0.0
10765,0.0
10766,3.0
10767,6.0
10768,5.0
10769,4.0
10770,4.0
10771,5.0
10772,8.0
10773,4.0
10774,4.0
10775,5.0
10776,6.0
10777,6.0
10778,3.0
10779,0.0
10780,0.0
10781,0.0
10782,0.0
10783,0.0
10784,0.0
10785,0.0
10786,0.0
10787,0.0
10788,0.0
10789,0.0
10790,2.0
10791,7.0
10792,6.0
10793,5.0
10794,6.0
10795,8.0
10796,6.0
10797,3.0
10798,5.0
10799,6.0
10800,7.0
10801,6.0
10802,2.0
10803,0.0
10804,0.0
10805,0.0
10806,0.0
10807,0.0
10808,0.0
10809,0.0
10810,0.0
10811,0.0
10812,0.0
10813,0.0
10814,2.0
10815,6.0
10816,7.0
10817,4.0
10818,5.0
10819,8.0
10820,6.0
10821,5.0
10822,5.0
10823,5.0
10824,6.0
10825,7.0
10826,2.0
10827,0.0
10828,0.0
10829,0.0
10830,0.0
10831,0.0
10832,0.0
10833,0.0
10834,0.0
10835,0.0
10836,0.0
10837,0.0
10838,3.0
10839,9.0
10840,6.0
10841,5.0
10842,5.0
10843,10.0
10844,7.0
10845,4.0
10846,4.0
10847,6.0
10848,9.0
10849,7.0
10850,4.0
10851,0.0
10852,0.0
10853,0.0
10854,0.0
10855,0.0
10856,0.0
10857,0.0
10858,0.0
10859,0.0
10860,0.0
10861,0.0
10862,0.0
10863,1.0
10864,5.0
10865,9.0
10866,10.0
10867,11.0
10868,10.0
10869,7.0
10870,7.0
10871,5.0
10872,7.0
10873,5.0
10874,3.0
10875,0.0
10876,0.0
10877,0.0
10878,0.0
10879,0.0
10880,0.0
10881,0.0
10882,0.0
10883,0.0
10884,0.0
10885,0.0
10886,0.0
10887,2.0
10888,3.0
10889,4.0
10890,7.0
10891,9.0
10892,10.0
10893,6.0
10894,7.0
10895,4.0
10896,5.0
10897,2.0
10898,0.0
10899,0.0
10900,0.0
10901,0.0
10902,0.0
10903,0.0
10904,0.0
10905,0.0
10906,0.0
10907,0.0
10908,0.0
10909,0.0
10910,2.0
10911,6.0
10912,4.0
10913,2.0
10914,4.0
10915,7.0
10916,4.0
10917,2.0
10918,2.0
10919,4.0
10920,5.0
10921,4.0
10922,2.0
10923,0.0
10924,0.0
10925,0.0
10926,0.0
10927,0.0
10928,0.0
10929,0.0
10930,0.0
10931,0.0
10932,0.0
10933,0.0
10934,2.0
10935,7.0
10936,6.0
10937,3.0
10938,4.0
10939,5.0
10940,7.0
10941,4.0
10942,4.0
10943,5.0
10944,6.0
10945,6.0
10946,3.0
10947,0.0
10948,0.0
10949,0.0
10950,0.0
10951,0.0
10952,0.0
10953,0.0
10954,0.0
10955,0.0
10956,0.0
10957,1.0
10958,2.0
10959,6.0
10960,5.0
10961,5.0
10962,5.0
10963,6.0
10964,7.0
10965,4.0
10966,4.0
10967,8.0
10968,8.0
10969,7.0
10970,3.0
10971,0.0
10972,0.0
10973,0.0
10974,0.0
10975,0.0
10976,0.0
10977,0.0
10978,0.0
10979,0.0
10980,0.0
10981,1.0
10982,2.0
10983,7.0
10984,6.0
10985,5.0
10986,4.0
10987,7.0
10988,7.0
10989,4.0
10990,4.0
10991,4.0
10992,7.0
10993,8.0
10994,3.0
10995,0.0
10996,0.0
10997,0.0
10998,0.0
10999,0.0
11000,0.0
11001,0.0
11002,0.0
11003,0.0
11004,0.0
11005,1.0
11006,1.0
11007,10.0
11008,6.0
11009,6.0
11010,7.0
11011,9.0
11012,7.0
11013,7.0
11014,4.0
11015,7.0
11016,9.0
11017,7.0
11018,3.0
11019,0.0
11020,0.0
11021,0.0
11022,0.0
11023,0.0
11024,0.0
11025,0.0
11026,0.0
11027,0.0
11028,0.0
11029,0.0
11030,0.0
11031,3.0
11032,5.0
11033,9.0
11034,10.0
11035,10.0
11036,12.0
11037,7.0
11038,7.0
11039,5.0
11040,8.0
11041,5.0
11042,3.0
11043,0.0
11044,0.0
11045,0.0
11046,0.0
11047,0.0
11048,0.0
11049,0.0
11050,0.0
11051,0.0
11052,0.0
11053,0.0
11054,0.0
11055,3.0
11056,4.0
11057,5.0
11058,9.0
11059,8.0
11060,9.0
11061,7.0
11062,6.0
11063,6.0
11064,7.0
11065,2.0
11066,0.0
11067,0.0
11068,0.0
11069,0.0
11070,0.0
11071,0.0
11072,0.0
11073,0.0
11074,0.0
11075,0.0
11076,0.0
11077,0.0
11078,1.0
11079,6.0
11080,5.0
11081,3.0
11082,4.0
11083,6.0
11084,5.0
11085,3.0
11086,4.0
11087,5.0
11088,5.0
11089,3.0
11090,2.0
11091,0.0
11092,0.0
11093,0.0
11094,0.0
11095,0.0
11096,0.0
11097,0.0
11098,0.0
11099,0.0
11100,0.0
11101,0.0
11102,3.0
11103,7.0
11104,6.0
11105,4.0
11106,5.0
11107,6.0
11108,11.0
11109,10.0
11110,5.0
11111,5.0
11112,6.0
11113,6.0
11114,4.0
11115,0.0
11116,0.0
11117,0.0
11118,0.0
11119,0.0
11120,0.0
11121,0.0
11122,0.0
11123,0.0
11124,0.0
11125,0.0
11126,2.0
11127,6.0
11128,6.0
11129,5.0
11130,6.0
11131,7.0
11132,7.0
11133,4.0
11134,5.0
11135,6.0
11136,8.0
11137,8.0
11138,3.0
11139,0.0
11140,0.0
11141,0.0
11142,0.0
11143,0.0
11144,0.0
11145,0.0
11146,0.0
11147,0.0
11148,0.0
11149,0.0
11150,2.0
11151,6.0
11152,5.0
11153,5.0
11154,5.0
11155,7.0
11156,7.0
11157,4.0
11158,4.0
11159,5.0
11160,8.0
11161,8.0
11162,3.0
11163,0.0
11164,0.0
11165,0.0
11166,0.0
11167,0.0
11168,0.0
11169,0.0
11170,0.0
11171,0.0
11172,0.0
11173,0.0
11174,1.0
11175,7.0
11176,6.0
11177,6.0
11178,6.0
11179,9.0
11180,7.0
11181,6.0
11182,4.0
11183,6.0
11184,11.0
11185,8.0
11186,4.0
11187,0.0
11188,0.0
11189,0.0
11190,0.0
11191,0.0
11192,0.0
11193,0.0
11194,0.0
11195,0.0
11196,0.0
11197,0.0
11198,0.0
11199,2.0
11200,6.0
11201,8.0
11202,10.0
11203,11.0
11204,11.0
11205,7.0
11206,7.0
11207,8.0
11208,8.0
11209,5.0
11210,3.0
11211,0.0
11212,0.0
11213,0.0
11214,0.0
11215,0.0
11216,0.0
11217,0.0
11218,0.0
11219,0.0
11220,0.0
11221,0.0
11222,0.0
11223,3.0
11224,4.0
11225,5.0
11226,9.0
11227,8.0
11228,8.0
11229,8.0
11230,6.0
11231,5.0
11232,5.0
11233,3.0
11234,0.0
11235,0.0
11236,0.0
11237,0.0
11238,0.0
11239,0.0
11240,0.0
11241,0.0
11242,0.0
11243,0.0
11244,0.0
11245,0.0
11246,0.0
11247,6.0
11248,4.0
11249,3.0
11250,4.0
11251,7.0
11252,6.0
11253,3.0
11254,3.0
11255,6.0
11256,5.0
11257,3.0
11258,0.0
11259,0.0
11260,0.0
11261,0.0
11262,0.0
11263,0.0
11264,0.0
11265,0.0
11266,0.0
11267,0.0
11268,0.0
11269,0.0
11270,3.0
11271,6.0
11272,5.0
11273,5.0
11274,4.0
11275,5.0
11276,7.0
11277,4.0
11278,5.0
11279,5.0
11280,6.0
11281,5.0
11282,3.0
11283,0.0
11284,0.0
11285,0.0
11286,0.0
11287,0.0
11288,0.0
11289,0.0
11290,0.0
11291,0.0
11292,0.0
11293,0.0
11294,2.0
11295,6.0
11296,6.0
11297,5.0
11298,6.0
11299,7.0
11300,7.0
11301,4.0
11302,7.0
11303,6.0
11304,7.0
11305,6.0
11306,1.0
11307,0.0
11308,0.0
11309,0.0
11310,0.0
11311,0.0
11312,0.0
11313,0.0
11314,0.0
11315,0.0
11316,0.0
11317,0.0
11318,2.0
11319,6.0
11320,5.0
11321,5.0
11322,5.0
11323,7.0
11324,7.0
11325,5.0
11326,4.0
11327,6.0
11328,7.0
11329,6.0
11330,2.0
11331,0.0
11332,0.0
11333,0.0
11334,0.0
11335,0.0
11336,0.0
11337,0.0
11338,0.0
11339,0.0
11340,0.0
11341,0.0
11342,1.0
11343,7.0
11344,5.0
11345,6.0
11346,5.0
11347,9.0
11348,8.0
11349,6.0
11350,5.0
11351,6.0
11352,10.0
11353,8.0
11354,3.0
11355,2.0
11356,0.0
11357,0.0
11358,0.0
11359,0.0
11360,0.0
11361,0.0
11362,0.0
11363,0.0
11364,0.0
11365,0.0
11366,0.0
11367,2.0
11368,6.0
11369,8.0
11370,11.0
11371,10.0
11372,12.0
11373,7.0
11374,7.0
11375,6.0
11376,8.0
11377,4.0
11378,4.0
11379,1.0
11380,0.0
11381,0.0
11382,0.0
11383,0.0
11384,0.0
11385,0.0
11386,0.0
11387,0.0
11388,0.0
11389,0.0
11390,0.0
11391,2.0
11392,3.0
11393,5.0
11394,8.0
11395,8.0
11396,8.0
11397,6.0
11398,6.0
11399,4.0
11400,5.0
11401,2.0
11402,0.0
11403,0.0
11404,0.0
11405,0.0
11406,0.0
11407,0.0
11408,0.0
11409,0.0
11410,0.0
11411,0.0
11412,0.0
11413,0.0
11414,1.0
11415,6.0
11416,5.0
11417,4.0
11418,5.0
11419,6.0
11420,5.0
11421,3.0
11422,3.0
11423,5.0
11424,4.0
11425,4.0
11426,2.0
11427,0.0
11428,0.0
11429,0.0
11430,0.0
11431,0.0
11432,0.0
11433,0.0
11434,0.0
11435,0.0
11436,0.0
11437,0.0
11438,3.0
11439,7.0
11440,6.0
11441,5.0
11442,5.0
11443,6.0
11444,7.0
11445,4.0
11446,5.0
11447,4.0
11448,7.0
11449,6.0
11450,4.0
11451,0.0
11452,0.0
11453,0.0
11454,0.0
11455,0.0
11456,0.0
11457,0.0
11458,0.0
11459,0.0
11460,0.0
11461,0.0
11462,2.0
11463,6.0
11464,6.0
11465,5.0
11466,6.0
11467,7.0
11468,7.0
11469,4.0
11470,5.0
11471,6.0
11472,7.0
11473,8.0
11474,3.0
11475,0.0
11476,0.0
11477,0.0
11478,0.0
11479,0.0
11480,0.0
11481,0.0
11482,0.0
11483,0.0
11484,0.0
11485,0.0
11486,2.0
11487,6.0
11488,6.0
11489,6.0
11490,5.0
11491,7.0
11492,7.0
11493,4.0
11494,4.0
11495,5.0
11496,7.0
11497,9.0
11498,2.0
11499,0.0
11500,0.0
11501,0.0
11502,0.0
11503,0.0
11504,0.0
11505,0.0
11506,0.0
11507,0.0
11508,0.0
11509,0.0
11510,1.0
11511,9.0
11512,6.0
11513,6.0
11514,6.0
11515,10.0
11516,7.0
11517,6.0
11518,5.0
11519,6.0
11520,9.0
11521,8.0
11522,3.0
11523,0.0
11524,0.0
11525,0.0
11526,0.0
11527,0.0
11528,0.0
11529,0.0
11530,0.0
11531,0.0
11532,0.0
11533,0.0
11534,0.0
11535,2.0
11536,6.0
11537,9.0
11538,11.0
11539,11.0
11540,12.0
11541,8.0
11542,7.0
11543,6.0
11544,8.0
11545,4.0
11546,2.0
11547,0.0
11548,0.0
11549,0.0
11550,0.0
11551,0.0
11552,0.0
11553,0.0
11554,0.0
11555,0.0
11556,0.0
11557,0.0
11558,0.0
11559,3.0
11560,4.0
11561,5.0
11562,9.0
11563,8.0
11564,8.0
11565,7.0
11566,6.0
11567,4.0
11568,4.0
11569,2.0
11570,0.0
11571,0.0
11572,0.0
11573,0.0
11574,0.0
11575,0.0
11576,0.0
11577,0.0
11578,0.0
11579,0.0
11580,0.0
11581,0.0
11582,1.0
11583,6.0
11584,5.0
11585,4.0
11586,5.0
11587,7.0
11588,6.0
11589,4.0
11590,3.0
11591,4.0
11592,4.0
11593,3.0
11594,1.0
11595,0.0
11596,0.0
11597,0.0
11598,0.0
11599,0.0
11600,0.0
11601,0.0
11602,0.0
11603,0.0
11604,0.0
11605,0.0
11606,3.0
11607,7.0
11608,6.0
11609,5.0
11610,5.0
11611,6.0
11612,7.0
11613,4.0
11614,5.0
11615,4.0
11616,6.0
11617,5.0
11618,2.0
11619,0.0
11620,0.0
11621,0.0
11622,0.0
11623,0.0
11624,0.0
11625,0.0
11626,0.0
11627,0.0
11628,0.0
11629,0.0
11630,2.0
11631,6.0
11632,6.0
11633,5.0
11634,6.0
11635,7.0
11636,6.0
11637,4.0
11638,5.0
11639,6.0
11640,7.0
11641,7.0
11642,2.0
11643,0.0
11644,0.0
11645,0.0
11646,0.0
11647,0.0
11648,0.0
11649,0.0
11650,0.0
11651,0.0
11652,0.0
11653,0.0
11654,2.0
11655,6.0
11656,6.0
11657,6.0
11658,5.0
11659,7.0
11660,7.0
11661,5.0
11662,5.0
11663,5.0
11664,6.0
11665,8.0
11666,2.0
11667,0.0
11668,0.0
11669,0.0
11670,0.0
11671,0.0
11672,0.0
11673,0.0
11674,0.0
11675,0.0
11676,0.0
11677,0.0
11678,1.0
11679,8.0
11680,6.0
11681,6.0
11682,5.0
11683,9.0
11684,8.0
11685,6.0
11686,5.0
11687,7.0
11688,8.0
11689,7.0
11690,3.0
11691,0.0
11692,0.0
11693,0.0
11694,0.0
11695,0.0
11696,0.0
11697,0.0
11698,0.0
11699,0.0
11700,0.0
11701,0.0
11702,0.0
11703,2.0
11704,6.0
11705,8.0
11706,11.0
11707,11.0
11708,12.0
11709,7.0
11710,7.0
11711,6.0
11712,7.0
11713,4.0
11714,2.0
11715,0.0
11716,0.0
11717,0.0
11718,0.0
11719,0.0
11720,0.0
11721,0.0
11722,0.0
11723,0.0
11724,0.0
11725,0.0
11726,0.0
11727,3.0
11728,4.0
11729,6.0
11730,9.0
11731,8.0
11732,8.0
11733,5.0
11734,6.0
11735,5.0
11736,4.0
11737,2.0
11738,0.0
11739,0.0
11740,0.0
11741,0.0
11742,0.0
11743,0.0
11744,0.0
11745,0.0
11746,0.0
11747,0.0
11748,0.0
11749,0.0
11750,1.0
11751,5.0
11752,5.0
11753,5.0
11754,3.0
11755,6.0
11756,5.0
11757,2.0
11758,2.0
11759,4.0
11760,4.0
11761,3.0
11762,1.0
11763,0.0
11764,0.0
11765,0.0
11766,0.0
11767,0.0
11768,0.0
11769,0.0
11770,0.0
11771,0.0
11772,0.0
11773,3.0
11774,2.0
11775,9.0
11776,7.0
11777,4.0
11778,5.0
11779,9.0
11780,7.0
11781,3.0
11782,3.0
11783,5.0
11784,6.0
11785,5.0
11786,3.0
11787,0.0
11788,0.0
11789,0.0
11790,0.0
11791,0.0
11792,0.0
11793,0.0
11794,0.0
11795,0.0
11796,0.0
11797,0.0
11798,3.0
11799,7.0
11800,6.0
11801,5.0
11802,8.0
11803,8.0
11804,7.0
11805,3.0
11806,5.0
11807,5.0
11808,6.0
11809,6.0
11810,2.0
11811,0.0
11812,0.0
11813,0.0
11814,0.0
11815,0.0
11816,0.0
11817,0.0
11818,0.0
11819,0.0
11820,0.0
11821,3.0
11822,3.0
11823,6.0
11824,7.0
11825,6.0
11826,7.0
11827,6.0
11828,11.0
11829,4.0
11830,4.0
11831,5.0
11832,6.0
11833,7.0
11834,2.0
11835,0.0
11836,0.0
11837,0.0
11838,0.0
11839,0.0
11840,0.0
11841,0.0
11842,0.0
11843,0.0
11844,0.0
11845,2.0
11846,3.0
11847,9.0
11848,7.0
11849,6.0
11850,5.0
11851,9.0
11852,8.0
11853,5.0
11854,4.0
11855,6.0
11856,9.0
11857,7.0
11858,3.0
11859,0.0
11860,0.0
11861,0.0
11862,0.0
11863,0.0
11864,0.0
11865,0.0
11866,0.0
11867,0.0
11868,0.0
11869,0.0
11870,0.0
11871,1.0
11872,5.0
11873,8.0
11874,11.0
11875,10.0
11876,11.0
11877,6.0
11878,6.0
11879,5.0
11880,7.0
11881,4.0
11882,3.0
11883,0.0
11884,0.0
11885,0.0
11886,0.0
11887,0.0
11888,0.0
11889,0.0
11890,0.0
11891,0.0
11892,0.0
11893,0.0
11894,0.0
11895,5.0
11896,5.0
11897,5.0
11898,10.0
11899,9.0
11900,10.0
11901,6.0
11902,6.0
11903,4.0
11904,4.0
11905,2.0
11906,0.0
11907,0.0
11908,0.0
11909,0.0
11910,0.0
11911,0.0
11912,0.0
11913,0.0
11914,0.0
11915,0.0
11916,0.0
11917,0.0
11918,1.0
11919,7.0
11920,4.0
11921,4.0
11922,5.0
11923,7.0
11924,5.0
11925,3.0
11926,3.0
11927,4.0
11928,5.0
11929,4.0
11930,1.0
11931,0.0
11932,0.0
11933,0.0
11934,0.0
11935,0.0
11936,0.0
11937,0.0
11938,0.0
11939,0.0
11940,0.0
11941,2.0
11942,3.0
11943,8.0
11944,7.0
11945,6.0
11946,5.0
11947,6.0
11948,8.0
11949,3.0
11950,4.0
11951,4.0
11952,7.0
11953,6.0
11954,2.0
11955,0.0
11956,0.0
11957,0.0
11958,0.0
11959,0.0
11960,0.0
11961,0.0
11962,0.0
11963,0.0
11964,0.0
11965,0.0
11966,3.0
11967,8.0
11968,7.0
11969,5.0
11970,7.0
11971,8.0
11972,9.0
11973,3.0
11974,5.0
11975,6.0
11976,6.0
11977,6.0
11978,2.0
11979,0.0
11980,0.0
11981,0.0
11982,0.0
11983,0.0
11984,0.0
11985,0.0
11986,0.0
11987,0.0
11988,0.0
11989,2.0
11990,2.0
11991,6.0
11992,5.0
11993,4.0
11994,6.0
11995,6.0
11996,7.0
11997,4.0
11998,5.0
11999,5.0
12000,6.0
12001,7.0
12002,2.0
12003,0.0
12004,0.0
12005,0.0
12006,0.0
12007,0.0
12008,0.0
12009,0.0
12010,0.0
12011,0.0
12012,0.0
12013,3.0
12014,0.0
12015,8.0
12016,7.0
12017,6.0
12018,5.0
12019,10.0
12020,7.0
12021,8.0
12022,5.0
12023,5.0
12024,9.0
12025,7.0
12026,3.0
12027,0.0
12028,0.0
12029,0.0
12030,0.0
12031,0.0
12032,0.0
12033,0.0
12034,0.0
12035,0.0
12036,0.0
12037,0.0
12038,0.0
12039,2.0
12040,7.0
12041,8.0
12042,12.0
12043,11.0
12044,10.0
12045,7.0
12046,7.0
12047,5.0
12048,7.0
12049,4.0
12050,3.0
12051,0.0
12052,0.0
12053,0.0
12054,0.0
12055,0.0
12056,0.0
12057,0.0
12058,0.0
12059,0.0
12060,0.0
12061,0.0
12062,0.0
12063,2.0
12064,5.0
12065,5.0
12066,10.0
12067,9.0
12068,8.0
12069,7.0
12070,7.0
12071,5.0
12072,5.0
12073,3.0
12074,0.0
12075,0.0
12076,0.0
12077,0.0
12078,0.0
12079,0.0
12080,0.0
12081,0.0
12082,0.0
12083,0.0
12084,0.0
12085,0.0
12086,0.0
12087,6.0
12088,4.0
12089,3.0
12090,4.0
12091,6.0
12092,6.0
12093,4.0
12094,4.0
12095,5.0
12096,6.0
12097,5.0
12098,2.0
12099,0.0
12100,0.0
12101,0.0
12102,0.0
12103,0.0
12104,0.0
12105,0.0
12106,0.0
12107,0.0
12108,0.0
12109,0.0
12110,3.0
12111,7.0
12112,6.0
12113,4.0
12114,4.0
12115,5.0
12116,7.0
12117,5.0
12118,5.0
12119,6.0
12120,7.0
12121,6.0
12122,4.0
12123,0.0
12124,0.0
12125,0.0
12126,0.0
12127,0.0
12128,0.0
12129,0.0
12130,0.0
12131,0.0
12132,0.0
12133,0.0
12134,1.0
12135,6.0
12136,6.0
12137,4.0
12138,5.0
12139,7.0
12140,7.0
12141,5.0
12142,6.0
12143,6.0
12144,8.0
12145,8.0
12146,3.0
12147,0.0
12148,0.0
12149,0.0
12150,0.0
12151,0.0
12152,0.0
12153,0.0
12154,0.0
12155,0.0
12156,0.0
12157,0.0
12158,1.0
12159,6.0
12160,6.0
12161,5.0
12162,5.0
12163,8.0
12164,7.0
12165,5.0
12166,5.0
12167,6.0
12168,8.0
12169,8.0
12170,4.0
12171,0.0
12172,0.0
12173,0.0
12174,0.0
12175,0.0
12176,0.0
12177,0.0
12178,0.0
12179,0.0
12180,0.0
12181,0.0
12182,1.0
12183,8.0
12184,6.0
12185,6.0
12186,5.0
12187,9.0
12188,7.0
12189,6.0
12190,6.0
12191,7.0
12192,10.0
12193,8.0
12194,4.0
12195,0.0
12196,0.0
12197,0.0
12198,0.0
12199,0.0
12200,0.0
12201,0.0
12202,0.0
12203,0.0
12204,0.0
12205,0.0
12206,0.0
12207,1.0
12208,5.0
12209,9.0
12210,11.0
12211,11.0
12212,12.0
12213,8.0
12214,7.0
12215,7.0
12216,8.0
12217,6.0
12218,4.0
12219,0.0
12220,0.0
12221,0.0
12222,0.0
12223,0.0
12224,0.0
12225,0.0
12226,0.0
12227,0.0
12228,0.0
12229,0.0
12230,0.0
12231,2.0
12232,4.0
12233,4.0
12234,8.0
12235,10.0
12236,8.0
12237,7.0
12238,7.0
12239,6.0
12240,5.0
12241,3.0
12242,0.0
12243,0.0
12244,0.0
12245,0.0
12246,0.0
12247,0.0
12248,0.0
12249,0.0
12250,0.0
12251,0.0
12252,0.0
12253,0.0
12254,1.0
12255,6.0
12256,4.0
12257,4.0
12258,4.0
12259,7.0
12260,5.0
12261,4.0
12262,3.0
12263,5.0
12264,5.0
12265,4.0
12266,2.0
12267,0.0
12268,0.0
12269,0.0
12270,0.0
12271,0.0
12272,0.0
12273,0.0
12274,0.0
12275,0.0
12276,0.0
12277,0.0
12278,4.0
12279,6.0
12280,5.0
12281,3.0
12282,5.0
12283,5.0
12284,7.0
12285,4.0
12286,5.0
12287,6.0
12288,7.0
12289,6.0
12290,4.0
12291,0.0
12292,0.0
12293,0.0
12294,0.0
12295,0.0
12296,0.0
12297,0.0
12298,0.0
12299,0.0
12300,0.0
12301,0.0
12302,1.0
12303,6.0
12304,5.0
12305,4.0
12306,5.0
12307,7.0
12308,7.0
12309,4.0
12310,5.0
12311,6.0
12312,7.0
12313,8.0
12314,3.0
12315,0.0
12316,0.0
12317,0.0
12318,0.0
12319,0.0
12320,0.0
12321,0.0
12322,0.0
12323,0.0
12324,0.0
12325,0.0
12326,1.0
12327,5.0
12328,5.0
12329,5.0
12330,5.0
12331,7.0
12332,7.0
12333,5.0
12334,5.0
12335,6.0
12336,7.0
12337,8.0
12338,4.0
12339,0.0
12340,0.0
12341,0.0
12342,0.0
12343,0.0
12344,0.0
12345,0.0
12346,0.0
12347,0.0
12348,0.0
12349,0.0
12350,1.0
12351,8.0
12352,5.0
12353,5.0
12354,5.0
12355,9.0
12356,7.0
12357,6.0
12358,5.0
12359,6.0
12360,9.0
12361,8.0
12362,4.0
12363,0.0
12364,0.0
12365,0.0
12366,0.0
12367,0.0
12368,0.0
12369,0.0
12370,0.0
12371,0.0
12372,0.0
12373,0.0
12374,0.0
12375,2.0
12376,6.0
12377,8.0
12378,10.0
12379,11.0
12380,12.0
12381,8.0
12382,7.0
12383,6.0
12384,9.0
12385,5.0
12386,4.0
12387,0.0
12388,0.0
12389,0.0
12390,0.0
12391,0.0
12392,0.0
12393,0.0
12394,0.0
12395,0.0
12396,0.0
12397,0.0
12398,0.0
12399,3.0
12400,3.0
12401,4.0
12402,8.0
12403,8.0
12404,8.0
12405,7.0
12406,7.0
12407,5.0
12408,5.0
12409,3.0
12410,0.0
12411,0.0
12412,0.0
12413,0.0
12414,0.0
12415,0.0
12416,0.0
12417,0.0
12418,0.0
12419,0.0
12420,0.0
12421,0.0
12422,1.0
12423,8.0
12424,5.0
12425,3.0
12426,4.0
12427,6.0
12428,5.0
12429,3.0
12430,3.0
12431,5.0
12432,5.0
12433,4.0
12434,2.0
12435,0.0
12436,0.0
12437,0.0
12438,0.0
12439,0.0
12440,0.0
12441,0.0
12442,0.0
12443,0.0
12444,0.0
12445,0.0
12446,3.0
12447,7.0
12448,5.0
12449,4.0
12450,4.0
12451,5.0
12452,7.0
12453,4.0
12454,4.0
12455,5.0
12456,7.0
12457,6.0
12458,3.0
12459,0.0
12460,0.0
12461,0.0
12462,0.0
12463,0.0
12464,0.0
12465,0.0
12466,0.0
12467,0.0
12468,0.0
12469,0.0
12470,2.0
12471,5.0
12472,6.0
12473,5.0
12474,6.0
12475,8.0
12476,6.0
12477,4.0
12478,5.0
12479,6.0
12480,7.0
12481,7.0
12482,3.0
12483,0.0
12484,0.0
12485,0.0
12486,0.0
12487,0.0
12488,0.0
12489,0.0
12490,0.0
12491,0.0
12492,0.0
12493,0.0
12494,1.0
12495,6.0
12496,6.0
12497,5.0
12498,4.0
12499,7.0
12500,7.0
12501,5.0
12502,4.0
12503,5.0
12504,7.0
12505,8.0
12506,3.0
12507,0.0
12508,0.0
12509,0.0
12510,0.0
12511,0.0
12512,0.0
12513,0.0
12514,0.0
12515,0.0
12516,0.0
12517,0.0
12518,0.0
12519,8.0
12520,5.0
12521,6.0
12522,5.0
12523,9.0
12524,7.0
12525,5.0
12526,5.0
12527,7.0
12528,9.0
12529,7.0
12530,4.0
12531,0.0
12532,0.0
12533,0.0
12534,0.0
12535,0.0
12536,0.0
12537,0.0
12538,0.0
12539,0.0
12540,0.0
12541,0.0
12542,0.0
12543,2.0
12544,6.0
12545,8.0
12546,10.0
12547,11.0
12548,12.0
12549,7.0
12550,7.0
12551,6.0
12552,8.0
12553,5.0
12554,3.0
12555,0.0
12556,0.0
12557,0.0
12558,0.0
12559,0.0
12560,0.0
12561,0.0
12562,0.0
12563,0.0
12564,0.0
12565,0.0
12566,0.0
12567,2.0
12568,4.0
12569,5.0
12570,8.0
12571,8.0
12572,8.0
12573,6.0
12574,6.0
12575,5.0
12576,5.0
12577,2.0
12578,0.0
12579,0.0
12580,0.0
12581,0.0
12582,0.0
12583,0.0
12584,0.0
12585,0.0
12586,0.0
12587,0.0
12588,0.0
12589,0.0
12590,1.0
12591,6.0
12592,5.0
12593,3.0
12594,5.0
12595,7.0
12596,5.0
12597,3.0
12598,3.0
12599,4.0
12600,5.0
12601,4.0
12602,1.0
12603,0.0
12604,0.0
12605,0.0
12606,0.0
12607,0.0
12608,0.0
12609,0.0
12610,0.0
12611,0.0
12612,0.0
12613,2.0
12614,3.0
12615,6.0
12616,6.0
12617,5.0
12618,4.0
12619,5.0
12620,6.0
12621,5.0
12622,4.0
12623,5.0
12624,7.0
12625,6.0
12626,3.0
12627,0.0
12628,0.0
12629,0.0
12630,0.0
12631,0.0
12632,0.0
12633,0.0
12634,0.0
12635,0.0
12636,0.0
12637,0.0
12638,2.0
12639,8.0
12640,5.0
12641,4.0
12642,5.0
12643,7.0
12644,8.0
12645,3.0
12646,6.0
12647,6.0
12648,7.0
12649,7.0
12650,3.0
12651,0.0
12652,0.0
12653,0.0
12654,0.0
12655,0.0
12656,0.0
12657,0.0
12658,0.0
12659,0.0
12660,0.0
12661,0.0
12662,1.0
12663,6.0
12664,5.0
12665,5.0
12666,5.0
12667,6.0
12668,6.0
12669,5.0
12670,5.0
12671,5.0
12672,7.0
12673,8.0
12674,3.0
12675,0.0
12676,0.0
12677,0.0
12678,0.0
12679,0.0
12680,0.0
12681,0.0
12682,0.0
12683,0.0
12684,0.0
12685,0.0
12686,1.0
12687,8.0
12688,5.0
12689,6.0
12690,6.0
12691,10.0
12692,7.0
12693,5.0
12694,5.0
12695,6.0
12696,9.0
12697,8.0
12698,4.0
12699,0.0
12700,0.0
12701,0.0
12702,0.0
12703,0.0
12704,0.0
